ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime
1367,BHMBCCTHL01,387,26.14449459,91.73620513,126,car,low,1,0,07-10-2016,08:30:00
1368,BHMBCCTHL01,387,26.14449459,91.73620513,159,bike,low,2,0,07-10-2016,09:04:00
1369,BHMBCCTHL01,387,26.14449459,91.73620513,183,truck,low,2,0,07-10-2016,09:30:00
1370,BHMBCCTHL01,387,26.14449459,91.73620513,199,car,low,2,0,07-10-2016,09:57:00
1371,BHMBCCTHL01,387,26.14449459,91.73620513,224,car,average,4,0,07-10-2016,10:30:00
1372,BHMBCCTHL01,387,26.14449459,91.73620513,246,bike,average,3,0,07-10-2016,10:57:00
1373,BHMBCCTHL01,387,26.14449459,91.73620513,254,car,high,6,0,07-10-2016,11:30:00
1374,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,average,6,0,07-10-2016,12:03:00
1375,BHMBCCTHL01,387,26.14449459,91.73620513,274,car,high,7,0,07-10-2016,12:30:00
1376,BHMBCCTHL01,387,26.14449459,91.73620513,286,car,high,7,0,07-10-2016,13:04:00
1377,BHMBCCTHL01,387,26.14449459,91.73620513,286,bike,high,7,0,07-10-2016,13:30:00
1378,BHMBCCTHL01,387,26.14449459,91.73620513,286,bike,average,4,0,07-10-2016,14:03:00
1379,BHMBCCTHL01,387,26.14449459,91.73620513,280,bike,average,4,0,07-10-2016,14:30:00
1380,BHMBCCTHL01,387,26.14449459,91.73620513,260,car,low,2,0,07-10-2016,15:04:00
1381,BHMBCCTHL01,387,26.14449459,91.73620513,253,car,low,2,0,07-10-2016,15:30:00
1382,BHMBCCTHL01,387,26.14449459,91.73620513,240,car,low,3,0,07-10-2016,15:57:00
1383,BHMBCCTHL01,387,26.14449459,91.73620513,216,bike,low,2,0,07-10-2016,16:30:00
1384,BHMBCCTHL01,387,26.14449459,91.73620513,56,car,low,1,0,08-10-2016,07:57:00
1385,BHMBCCTHL01,387,26.14449459,91.73620513,70,bike,low,1,0,08-10-2016,08:30:00
1386,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,low,2,0,08-10-2016,08:57:00
1387,BHMBCCTHL01,387,26.14449459,91.73620513,128,car,low,2,0,08-10-2016,09:30:00
1388,BHMBCCTHL01,387,26.14449459,91.73620513,170,car,average,3,0,08-10-2016,10:04:00
1389,BHMBCCTHL01,387,26.14449459,91.73620513,198,car,average,3,0,08-10-2016,10:30:00
1390,BHMBCCTHL01,387,26.14449459,91.73620513,216,car,average,4,0,08-10-2016,10:57:00
1391,BHMBCCTHL01,387,26.14449459,91.73620513,233,car,average,4,0,08-10-2016,11:30:00
1392,BHMBCCTHL01,387,26.14449459,91.73620513,253,truck,high,8,0,08-10-2016,12:04:00
1393,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,average,5,0,08-10-2016,12:30:00
1394,BHMBCCTHL01,387,26.14449459,91.73620513,301,car,high,7,0,08-10-2016,13:04:00
1395,BHMBCCTHL01,387,26.14449459,91.73620513,330,car,average,5,0,08-10-2016,13:30:00
1396,BHMBCCTHL01,387,26.14449459,91.73620513,341,cycle,average,3,0,08-10-2016,14:03:00
1397,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,4,0,08-10-2016,14:30:00
1398,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,average,4,0,08-10-2016,14:57:00
1399,BHMBCCTHL01,387,26.14449459,91.73620513,344,cycle,low,2,0,08-10-2016,15:30:00
1400,BHMBCCTHL01,387,26.14449459,91.73620513,338,car,low,2,0,08-10-2016,16:04:00
1401,BHMBCCTHL01,387,26.14449459,91.73620513,296,truck,average,3,0,08-10-2016,16:30:00
1402,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,low,2,1,09-10-2016,08:04:00
1403,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,low,2,1,09-10-2016,08:30:00
1404,BHMBCCTHL01,387,26.14449459,91.73620513,107,car,average,4,1,09-10-2016,09:04:00
1405,BHMBCCTHL01,387,26.14449459,91.73620513,118,car,low,2,1,09-10-2016,09:30:00
1406,BHMBCCTHL01,387,26.14449459,91.73620513,129,car,low,2,1,09-10-2016,09:57:00
1407,BHMBCCTHL01,387,26.14449459,91.73620513,156,bike,average,5,1,09-10-2016,10:30:00
1408,BHMBCCTHL01,387,26.14449459,91.73620513,195,car,average,6,1,09-10-2016,11:04:00
1409,BHMBCCTHL01,387,26.14449459,91.73620513,222,car,average,6,1,09-10-2016,11:30:00
1410,BHMBCCTHL01,387,26.14449459,91.73620513,247,bike,average,7,1,09-10-2016,11:57:00
1411,BHMBCCTHL01,387,26.14449459,91.73620513,289,car,high,11,1,09-10-2016,12:30:00
1412,BHMBCCTHL01,387,26.14449459,91.73620513,322,bike,high,10,1,09-10-2016,13:04:00
1413,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,11,1,09-10-2016,13:30:00
1414,BHMBCCTHL01,387,26.14449459,91.73620513,342,truck,high,7,1,09-10-2016,14:03:00
1415,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,average,6,1,09-10-2016,14:30:00
1416,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,low,3,1,09-10-2016,15:04:00
1417,BHMBCCTHL01,387,26.14449459,91.73620513,314,bike,low,3,1,09-10-2016,15:30:00
1418,BHMBCCTHL01,387,26.14449459,91.73620513,286,car,low,3,1,09-10-2016,16:03:00
1419,BHMBCCTHL01,387,26.14449459,91.73620513,269,truck,low,3,1,09-10-2016,16:30:00
1420,BHMBCCTHL01,387,26.14449459,91.73620513,74,car,average,2,0,10-10-2016,08:04:00
1421,BHMBCCTHL01,387,26.14449459,91.73620513,94,car,low,2,0,10-10-2016,08:30:00
1422,BHMBCCTHL01,387,26.14449459,91.73620513,123,car,low,2,0,10-10-2016,09:04:00
1423,BHMBCCTHL01,387,26.14449459,91.73620513,153,truck,low,2,0,10-10-2016,09:30:00
1424,BHMBCCTHL01,387,26.14449459,91.73620513,186,car,low,2,0,10-10-2016,10:03:00
1425,BHMBCCTHL01,387,26.14449459,91.73620513,220,car,high,4,0,10-10-2016,10:30:00
1426,BHMBCCTHL01,387,26.14449459,91.73620513,235,bike,average,4,0,10-10-2016,10:57:00
1427,BHMBCCTHL01,387,26.14449459,91.73620513,247,car,average,4,0,10-10-2016,11:30:00
1428,BHMBCCTHL01,387,26.14449459,91.73620513,255,car,average,5,0,10-10-2016,11:57:00
1429,BHMBCCTHL01,387,26.14449459,91.73620513,271,car,high,7,0,10-10-2016,12:30:00
1430,BHMBCCTHL01,387,26.14449459,91.73620513,293,bike,average,5,0,10-10-2016,13:04:00
1431,BHMBCCTHL01,387,26.14449459,91.73620513,293,car,high,7,0,10-10-2016,13:30:00
1432,BHMBCCTHL01,387,26.14449459,91.73620513,284,car,average,4,0,10-10-2016,14:03:00
1433,BHMBCCTHL01,387,26.14449459,91.73620513,277,car,average,4,0,10-10-2016,14:30:00
1434,BHMBCCTHL01,387,26.14449459,91.73620513,268,cycle,average,4,0,10-10-2016,14:57:00
1435,BHMBCCTHL01,387,26.14449459,91.73620513,257,bike,low,2,0,10-10-2016,15:30:00
1436,BHMBCCTHL01,387,26.14449459,91.73620513,245,car,low,2,0,10-10-2016,15:57:00
1437,BHMBCCTHL01,387,26.14449459,91.73620513,232,cycle,low,2,0,10-10-2016,16:30:00
1438,BHMBCCTHL01,387,26.14449459,91.73620513,153,car,low,2,0,11-10-2016,08:04:00
1439,BHMBCCTHL01,387,26.14449459,91.73620513,172,car,low,2,0,11-10-2016,08:30:00
1440,BHMBCCTHL01,387,26.14449459,91.73620513,193,bike,low,2,0,11-10-2016,08:57:00
1441,BHMBCCTHL01,387,26.14449459,91.73620513,240,car,low,3,0,11-10-2016,09:30:00
1442,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,low,2,0,11-10-2016,09:57:00
1443,BHMBCCTHL01,387,26.14449459,91.73620513,312,cycle,high,5,0,11-10-2016,10:30:00
1444,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,average,4,0,11-10-2016,10:57:00
1445,BHMBCCTHL01,387,26.14449459,91.73620513,328,cycle,average,5,0,11-10-2016,11:30:00
1446,BHMBCCTHL01,387,26.14449459,91.73620513,333,cycle,average,5,0,11-10-2016,12:03:00
1447,BHMBCCTHL01,387,26.14449459,91.73620513,338,car,high,8,0,11-10-2016,12:30:00
1448,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,high,7,0,11-10-2016,13:04:00
1449,BHMBCCTHL01,387,26.14449459,91.73620513,342,cycle,high,7,0,11-10-2016,13:31:00
1450,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,average,4,0,11-10-2016,14:04:00
1451,BHMBCCTHL01,387,26.14449459,91.73620513,337,truck,average,4,0,11-10-2016,14:30:00
1452,BHMBCCTHL01,387,26.14449459,91.73620513,342,bike,low,2,0,11-10-2016,15:03:00
1453,BHMBCCTHL01,387,26.14449459,91.73620513,325,bike,low,3,0,11-10-2016,15:33:00
1454,BHMBCCTHL01,387,26.14449459,91.73620513,303,bike,low,2,0,11-10-2016,16:01:00
1455,BHMBCCTHL01,387,26.14449459,91.73620513,292,cycle,low,1,0,11-10-2016,16:26:00
1456,BHMBCCTHL01,387,26.14449459,91.73620513,178,bike,low,2,0,12-10-2016,08:04:00
1457,BHMBCCTHL01,387,26.14449459,91.73620513,200,car,low,2,0,12-10-2016,08:31:00
1458,BHMBCCTHL01,387,26.14449459,91.73620513,233,car,low,3,0,12-10-2016,09:03:00
1459,BHMBCCTHL01,387,26.14449459,91.73620513,265,bike,low,2,0,12-10-2016,09:26:00
1460,BHMBCCTHL01,387,26.14449459,91.73620513,304,car,low,3,0,12-10-2016,10:01:00
1461,BHMBCCTHL01,387,26.14449459,91.73620513,325,car,average,3,0,12-10-2016,10:31:00
1462,BHMBCCTHL01,387,26.14449459,91.73620513,328,bike,average,5,0,12-10-2016,11:04:00
1463,BHMBCCTHL01,387,26.14449459,91.73620513,342,cycle,high,7,0,12-10-2016,11:31:00
1464,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,8,0,12-10-2016,12:04:00
1465,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,8,0,12-10-2016,12:31:00
1466,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,8,0,12-10-2016,13:04:00
1467,BHMBCCTHL01,387,26.14449459,91.73620513,345,cycle,high,7,0,12-10-2016,13:34:00
1468,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,5,0,12-10-2016,14:03:00
1469,BHMBCCTHL01,387,26.14449459,91.73620513,330,truck,average,4,0,12-10-2016,14:34:00
1470,BHMBCCTHL01,387,26.14449459,91.73620513,321,cycle,average,3,0,12-10-2016,15:01:00
1471,BHMBCCTHL01,387,26.14449459,91.73620513,313,car,low,2,0,12-10-2016,15:30:00
1472,BHMBCCTHL01,387,26.14449459,91.73620513,299,bike,low,2,0,12-10-2016,15:57:00
1473,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,low,2,0,12-10-2016,16:31:00
1474,BHMBCCTHL01,387,26.14449459,91.73620513,120,car,low,1,0,13-10-2016,07:57:00
1475,BHMBCCTHL01,387,26.14449459,91.73620513,146,cycle,low,2,0,13-10-2016,08:31:00
1476,BHMBCCTHL01,387,26.14449459,91.73620513,170,car,low,2,0,13-10-2016,09:04:00
1477,BHMBCCTHL01,387,26.14449459,91.73620513,202,car,low,2,0,13-10-2016,09:31:00
1478,BHMBCCTHL01,387,26.14449459,91.73620513,241,car,low,2,0,13-10-2016,09:57:00
1479,BHMBCCTHL01,387,26.14449459,91.73620513,269,car,average,4,0,13-10-2016,10:31:00
1480,BHMBCCTHL01,387,26.14449459,91.73620513,300,car,average,5,0,13-10-2016,11:04:00
1481,BHMBCCTHL01,387,26.14449459,91.73620513,333,car,average,5,0,13-10-2016,11:31:00
1482,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,8,0,13-10-2016,11:57:00
1483,BHMBCCTHL01,387,26.14449459,91.73620513,342,truck,high,8,0,13-10-2016,12:31:00
1484,BHMBCCTHL01,387,26.14449459,91.73620513,337,cycle,high,7,0,13-10-2016,13:04:00
1485,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,high,7,0,13-10-2016,13:31:00
1486,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,7,0,13-10-2016,13:57:00
1487,BHMBCCTHL01,387,26.14449459,91.73620513,325,car,average,3,0,13-10-2016,14:31:00
1488,BHMBCCTHL01,387,26.14449459,91.73620513,315,car,low,2,0,13-10-2016,15:04:00
1489,BHMBCCTHL01,387,26.14449459,91.73620513,315,bike,low,3,0,13-10-2016,15:31:00
1490,BHMBCCTHL01,387,26.14449459,91.73620513,317,truck,low,2,0,13-10-2016,16:04:00
1491,BHMBCCTHL01,387,26.14449459,91.73620513,296,car,average,3,0,13-10-2016,16:31:00
1492,BHMBCCTHL01,387,26.14449459,91.73620513,95,truck,low,1,0,14-10-2016,08:01:00
1493,BHMBCCTHL01,387,26.14449459,91.73620513,121,car,low,2,0,14-10-2016,08:27:00
1494,BHMBCCTHL01,387,26.14449459,91.73620513,153,car,average,3,0,14-10-2016,09:01:00
1495,BHMBCCTHL01,387,26.14449459,91.73620513,184,car,low,3,0,14-10-2016,09:27:00
1496,BHMBCCTHL01,387,26.14449459,91.73620513,219,bike,low,4,0,14-10-2016,10:01:00
1497,BHMBCCTHL01,387,26.14449459,91.73620513,237,cycle,low,3,0,14-10-2016,10:27:00
1498,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,average,5,0,14-10-2016,11:01:00
1499,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,high,7,0,14-10-2016,11:27:00
1500,BHMBCCTHL01,387,26.14449459,91.73620513,291,car,high,8,0,14-10-2016,12:01:00
1501,BHMBCCTHL01,387,26.14449459,91.73620513,295,cycle,high,7,0,14-10-2016,12:27:00
1502,BHMBCCTHL01,387,26.14449459,91.73620513,305,car,high,7,0,14-10-2016,13:01:00
1503,BHMBCCTHL01,387,26.14449459,91.73620513,315,cycle,high,7,0,14-10-2016,13:27:00
1504,BHMBCCTHL01,387,26.14449459,91.73620513,314,car,average,4,0,14-10-2016,14:01:00
1505,BHMBCCTHL01,387,26.14449459,91.73620513,307,car,average,4,0,14-10-2016,14:34:00
1506,BHMBCCTHL01,387,26.14449459,91.73620513,299,bike,low,2,0,14-10-2016,15:01:00
1507,BHMBCCTHL01,387,26.14449459,91.73620513,284,cycle,low,3,0,14-10-2016,15:27:00
1508,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,low,2,0,14-10-2016,16:01:00
1509,BHMBCCTHL01,387,26.14449459,91.73620513,240,cycle,low,2,0,14-10-2016,16:34:00
1510,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,low,1,0,15-10-2016,08:01:00
1511,BHMBCCTHL01,387,26.14449459,91.73620513,107,cycle,low,1,0,15-10-2016,08:34:00
1512,BHMBCCTHL01,387,26.14449459,91.73620513,130,truck,average,2,0,15-10-2016,09:01:00
1513,BHMBCCTHL01,387,26.14449459,91.73620513,167,car,low,1,0,15-10-2016,09:27:00
1514,BHMBCCTHL01,387,26.14449459,91.73620513,206,car,low,3,0,15-10-2016,10:01:00
1515,BHMBCCTHL01,387,26.14449459,91.73620513,230,car,low,3,0,15-10-2016,10:27:00
1516,BHMBCCTHL01,387,26.14449459,91.73620513,259,bike,average,5,0,15-10-2016,11:01:00
1517,BHMBCCTHL01,387,26.14449459,91.73620513,290,car,high,7,0,15-10-2016,11:27:00
1518,BHMBCCTHL01,387,26.14449459,91.73620513,313,bike,high,7,0,15-10-2016,12:01:00
1519,BHMBCCTHL01,387,26.14449459,91.73620513,335,car,high,8,0,15-10-2016,12:27:00
1520,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,15-10-2016,13:01:00
1521,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,5,0,15-10-2016,13:34:00
1522,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,average,4,0,15-10-2016,14:01:00
1523,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,4,0,15-10-2016,14:27:00
1524,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,low,2,0,15-10-2016,15:01:00
1525,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,low,3,0,15-10-2016,15:27:00
1526,BHMBCCTHL01,387,26.14449459,91.73620513,344,truck,low,3,0,15-10-2016,16:01:00
1527,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,low,2,0,15-10-2016,16:27:00
1528,BHMBCCTHL01,387,26.14449459,91.73620513,134,car,low,2,1,16-10-2016,08:04:00
1529,BHMBCCTHL01,387,26.14449459,91.73620513,157,car,average,3,1,16-10-2016,08:27:00
1530,BHMBCCTHL01,387,26.14449459,91.73620513,249,car,low,3,1,16-10-2016,09:01:00
1531,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,low,3,1,16-10-2016,09:27:00
1532,BHMBCCTHL01,387,26.14449459,91.73620513,342,car,low,4,1,16-10-2016,10:04:00
1533,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,high,8,1,16-10-2016,10:34:00
1534,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,7,1,16-10-2016,11:01:00
1535,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,7,1,16-10-2016,11:27:00
1536,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,11,1,16-10-2016,12:01:00
1537,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,11,1,16-10-2016,12:27:00
1538,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,9,1,16-10-2016,13:01:00
1539,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,9,1,16-10-2016,13:27:00
1540,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,5,1,16-10-2016,14:01:00
1541,BHMBCCTHL01,387,26.14449459,91.73620513,329,car,average,6,1,16-10-2016,14:34:00
1542,BHMBCCTHL01,387,26.14449459,91.73620513,306,bike,low,4,1,16-10-2016,15:01:00
1543,BHMBCCTHL01,387,26.14449459,91.73620513,288,car,average,4,1,16-10-2016,15:31:00
1544,BHMBCCTHL01,387,26.14449459,91.73620513,266,car,low,3,1,16-10-2016,15:57:00
1545,BHMBCCTHL01,387,26.14449459,91.73620513,253,cycle,average,3,1,16-10-2016,16:31:00
1546,BHMBCCTHL01,387,26.14449459,91.73620513,91,car,low,1,0,17-10-2016,08:01:00
1547,BHMBCCTHL01,387,26.14449459,91.73620513,109,truck,low,2,0,17-10-2016,08:27:00
1548,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,average,3,0,17-10-2016,09:01:00
1549,BHMBCCTHL01,387,26.14449459,91.73620513,162,truck,low,2,0,17-10-2016,09:27:00
1550,BHMBCCTHL01,387,26.14449459,91.73620513,195,car,low,3,0,17-10-2016,10:04:00
1551,BHMBCCTHL01,387,26.14449459,91.73620513,233,cycle,average,4,0,17-10-2016,10:31:00
1552,BHMBCCTHL01,387,26.14449459,91.73620513,262,truck,average,4,0,17-10-2016,11:04:00
1553,BHMBCCTHL01,387,26.14449459,91.73620513,276,bike,average,5,0,17-10-2016,11:31:00
1554,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,high,7,0,17-10-2016,12:04:00
1555,BHMBCCTHL01,387,26.14449459,91.73620513,274,car,average,5,0,17-10-2016,12:31:00
1556,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,high,8,0,17-10-2016,12:57:00
1557,BHMBCCTHL01,387,26.14449459,91.73620513,289,bike,high,7,0,17-10-2016,13:31:00
1558,BHMBCCTHL01,387,26.14449459,91.73620513,291,car,average,4,0,17-10-2016,14:04:00
1559,BHMBCCTHL01,387,26.14449459,91.73620513,277,car,average,4,0,17-10-2016,14:31:00
1560,BHMBCCTHL01,387,26.14449459,91.73620513,268,car,high,5,0,17-10-2016,14:57:00
1561,BHMBCCTHL01,387,26.14449459,91.73620513,259,car,low,2,0,17-10-2016,15:31:00
1562,BHMBCCTHL01,387,26.14449459,91.73620513,251,car,low,1,0,17-10-2016,15:57:00
1563,BHMBCCTHL01,387,26.14449459,91.73620513,234,car,low,2,0,17-10-2016,16:28:00
1564,BHMBCCTHL01,387,26.14449459,91.73620513,154,car,low,2,0,18-10-2016,08:01:00
1565,BHMBCCTHL01,387,26.14449459,91.73620513,176,cycle,low,2,0,18-10-2016,08:28:00
1566,BHMBCCTHL01,387,26.14449459,91.73620513,203,cycle,average,3,0,18-10-2016,09:01:00
1567,BHMBCCTHL01,387,26.14449459,91.73620513,231,bike,low,2,0,18-10-2016,09:28:00
1568,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,low,2,0,18-10-2016,10:01:00
1569,BHMBCCTHL01,387,26.14449459,91.73620513,309,car,low,3,0,18-10-2016,10:28:00
1570,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,average,5,0,18-10-2016,11:01:00
1571,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,average,5,0,18-10-2016,11:27:00
1572,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,average,6,0,18-10-2016,12:01:00
1573,BHMBCCTHL01,387,26.14449459,91.73620513,336,car,high,7,0,18-10-2016,12:27:00
1574,BHMBCCTHL01,387,26.14449459,91.73620513,339,truck,high,7,0,18-10-2016,13:01:00
1575,BHMBCCTHL01,387,26.14449459,91.73620513,339,car,high,7,0,18-10-2016,13:28:00
1576,BHMBCCTHL01,387,26.14449459,91.73620513,340,cycle,average,4,0,18-10-2016,13:54:00
1577,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,4,0,18-10-2016,14:27:00
1578,BHMBCCTHL01,387,26.14449459,91.73620513,318,truck,low,2,0,18-10-2016,15:01:00
1579,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,low,2,0,18-10-2016,15:27:00
